,index,Unnamed: 0,sample_id,date,group,sample_type,qaqc_type,Au,As,Sb,Ag,Ba,Bi,Ca,Cd,Cl,Co,Cr,Cu,Fe,Hg,K,Mn,Mo,Ni,P,Pb,Rb,S,Se,Sn,Sr,Ti,U,V,Zn,Zr,Nb,Pd,Pt,Rh,Y,La,Ce,Pr,Nd,Sm,comments
174,199,199,sio2blank,2021-11-04,group 1,standard,standard,-0.7,<2.6244869705522516,<1.7869220549759781,<9.758418805395854,<13.02893554594495,<4.26929417764139,<1432.6020872593424,<nan,-582.0,<30.441780568272534,<61.11209177967383,<5.988465004863517,<3728.128329156112,-1.7,<2772.1587834927814,<95.17841694569336,<2.4797694423678664,0.2,<644.9313652728606,<7.28235335780706,<2.401769717040935,<1888.1967632959377,<nan,<5.342780803987754,<5.793869495134919,<2040.0531359708095,<4.808030478491732,<28.595683828969484,<34.1266135646,<1868.0650950673244,<6.528570679765783,0.7,-1.4,0.4,<10.34278054504528,<20.559599300125416,4.0,1.0,13.0,-7.0,
175,200,200,oreas503b,2021-11-04,group 1,standard,standard,2.8,16.0,<1.7869220549759781,42.0,860.0,23.7,30427.0,<nan,1787.0,<30.441780568272534,243.0,<5.988465004863517,58213.0,3.1,<2772.1587834927814,576.0,<2.4797694423678664,-28.0,2244.0,24.7,164.4,<1888.1967632959377,<nan,14.0,358.0,4879.0,<4.808030478491732,144.0,129.0,<1868.0650950673244,21.8,-0.1,8.4,0.5,34.4,<20.559599300125416,31.0,<-5.108256281669303,117.0,22.0,
176,201,201,GR1-062,2021-11-04,group 1,soil,sample,3.4,22.938667892763302,2.9159139418710267,<9.758418805395854,279.8945581184018,<4.26929417764139,14604.834545121254,<nan,1763.0,<30.441780568272534,<61.11209177967383,12.991642879020805,62945.62907035715,-11.5,<2772.1587834927814,540.8095529882478,<2.4797694423678664,227.76551758054794,4004.2499092425987,44.06892517843694,22.759468440479463,4038.3026957265747,<nan,<5.342780803987754,1022.2847438129836,7806.86790323496,10.207102948614097,116.49150357417895,75.74010232906078,<1868.0650950673244,53.056739968396485,5.2,11.1,2.5,28.653727401426227,60.541319931765074,92.43835616438356,-0.4653520927122156,16.41247636200545,-19.95779863310552,
177,202,202,GR1-W11,2021-11-04,group 1,sediment,sample,6.2,7.495672943917766,<1.7869220549759781,<9.758418805395854,507.0468699379047,<4.26929417764139,41031.89373110341,<nan,1464.0,77.10476463848788,<61.11209177967383,21.19773375190727,72601.00797475697,-9.2,12633.034677218855,1291.4878381533451,6.101908049218622,341.7629071061263,3455.6037652707464,13.977463139845527,34.519203854905655,<1888.1967632959377,<nan,12.428347752477638,1071.556950223788,15847.954271684352,<4.808030478491732,210.23041678085562,105.50796451562877,11074.023190398808,67.31355190861998,1.4,12.7,0.6,62.523345579828714,47.413386092695646,63.12328767123286,3.133166144922198,26.514648393322105,-9.384937822970496,
178,203,203,GR1-W09,2021-11-04,group 1,sediment,sample,2.7,5.594996642521393,1.8381993642143506,<9.758418805395854,544.5484308515018,<4.26929417764139,24013.037554843377,<nan,915.0,<30.441780568272534,<61.11209177967383,11.372019680424792,34191.010471957874,-5.9,6360.887810185321,1370.6648535445904,<2.4797694423678664,37.76986837125068,1837.181659871389,18.222340229928957,41.893953182596654,<1888.1967632959377,<nan,<5.342780803987754,993.3641009196855,5501.792049771034,<4.808030478491732,91.07078134863949,91.16907878632419,<1868.0650950673244,21.19492540501824,1.2,8.4,1.1,29.760577668694285,38.324816511801416,86.13698630136986,4.212721616212521,19.990328956430098,-0.05594299049841567,
179,204,204,GR1-W12,2021-11-04,group 1,sediment,sample,2.1,3.5755280722877463,<1.7869220549759781,<9.758418805395854,678.4825769714919,<4.26929417764139,20933.616389095027,<nan,268.0,<30.441780568272534,<61.11209177967383,9.752396481828779,23737.785238531666,-3.7,14794.635668381057,470.6527039073975,6.4141247877186425,44.103056678227254,1609.0692125691564,12.562504109817718,50.06597270787587,<1888.1967632959377,<nan,<5.342780803987754,583.1194258036414,5187.740709947245,<4.808030478491732,70.41644454038871,40.43793336977873,8385.35780166966,23.571060728388822,0.1,13.0,0.8,30.20331777560151,35.29529331817001,79.2876712328767,3.421047603932951,27.1460341452794,4.297587931321887,
180,205,205,GR1-060F,2021-11-04,group 1,soil,field duplicate,4.95,25.31451326950877,2.377056653042689,,510.79702602926443,,28019.80106022955,,2942.5,68.53650550425284,,37.5019406177738,100731.22509826603,-21.3,6461.1744967512595,2850.4732487999536,,322.76334218519656,3068.3797352507963,75.48101564505431,90.22845891138228,,,,1136.3606130032151,11519.457831904288,5.801205884892617,252.33348796690535,305.91695219421337,3713.2507327304825,125.63687348226154,3.35,13.3,0.7000000000000001,68.88773461662002,162.5352674506891,20.52054794520545,2.161566220760906,25.462338806726624,1.8098559759959993,
181,206,206,TE2-053,2021-11-04,group 1,soil,sample,2.2,19.374899827645102,<1.7869220549759781,<9.758418805395854,317.396119031999,<4.26929417764139,6729.7496371858315,<nan,1157.0,<30.441780568272534,<61.11209177967383,17.202663195370437,46470.90614479866,-12.0,7582.452148958371,2175.4641365720586,5.165257833718557,116.93472220845787,1659.4808031331859,65.01031882284852,53.354712272927266,2429.60428877047,<nan,<5.342780803987754,329.2604492958023,5167.921936074869,8.616084564492454,97.42596190502437,89.74357552668572,3933.6331416427074,55.21686298964247,6.4,10.6,2.5,25.22249157289526,30.246087995451003,86.13698630136986,0.9020848375888616,19.35894320447281,-10.006870811801967,
182,207,207,TE2-049,2021-11-04,group 1,soil,sample,1.3,19.374899827645102,<1.7869220549759781,<9.758418805395854,495.2606650793456,<4.26929417764139,18462.900977089987,<nan,607.0,<30.441780568272534,<61.11209177967383,16.338864156119232,28797.298544552606,-8.1,7407.25251580101,303.27850681451196,<2.4797694423678664,72.60240405962185,1309.5403453012157,60.482449926759536,35.31647405249387,<1888.1967632959377,<nan,<5.342780803987754,1983.0927688236661,7592.672693306599,10.819033096353191,103.78114246140922,91.67219758384364,2280.7650748010183,54.24480763008178,4.8,12.7,1.9,10.501383018230136,31.255929059994806,94.35616438356163,2.7733143211587565,24.620491137450237,-13.116535755959326,
183,208,208,GR1-065,2021-11-04,group 1,soil,sample,2.8,28.87828133462697,4.53248580835604,<9.758418805395854,430.9722749417504,<4.26929417764139,24958.692341946404,<nan,2439.0,55.98300956339686,<61.11209177967383,21.953557911252076,82486.51858805942,-6.8,8927.260367607634,2342.838333664944,2.6675239257183847,265.7646474224074,2357.051187562941,84.725414641236,52.158806976544945,<1888.1967632959377,<nan,<5.342780803987754,808.0577594181825,9731.575750455997,<4.808030478491732,210.23041678085562,283.2766063058377,2280.7650748010183,44.52425403447486,3.3,13.3,0.9,41.050450394828445,61.551160996308866,65.04109589041094,2.9172550506641333,17.464785948600934,-13.7384687447908,
184,209,209,TE2-055,2021-11-04,group 1,soil,sample,5.3,8.6835956322905,<1.7869220549759781,<9.758418805395854,415.97165057631156,<4.26929417764139,26758.439678826446,<nan,3005.0,62.35938845399036,<61.11209177967383,20.981783992094467,86496.05597221214,-8.8,9440.77653375852,1254.40493221061,<2.4797694423678664,316.43015387822,1966.1513123976974,30.390987888168116,69.99772764758129,<1888.1967632959377,<nan,<5.342780803987754,783.4216562127804,11932.221910823177,<4.808030478491732,227.707163310914,237.99591452908635,7085.10158908753,60.72517669381974,2.0,20.7,0.7,34.1879787377665,70.6397305772031,73.80821917808218,0.7581441080834849,20.411252791068293,5.541453908984831,
185,210,210,TE2-056,2021-11-04,group 1,soil,sample,3.9,11.059441009035966,<1.7869220549759781,<9.758418805395854,478.1170943759869,<4.26929417764139,14552.82719432008,<nan,1408.0,<30.441780568272534,<61.11209177967383,26.704452627133715,49276.482419508604,-7.1,12890.396896960357,640.0313824025931,10.472942388218922,148.60066374334076,1003.0798843307208,35.67350160027194,52.45778330064052,<1888.1967632959377,<nan,<5.342780803987754,619.5380131507576,7536.265413823686,<4.808030478491732,151.44499663429568,82.36449982973366,5630.577690266842,43.22818022172727,3.6,13.6,0.9,28.21098729451901,53.47243247995846,80.93150684931506,1.7657292146211208,15.570628692729061,-16.22620070011669,
186,211,211,GR1-W10,2021-11-04,group 1,sediment,sample,1.7,8.564803363453226,<1.7869220549759781,<9.758418805395854,475.974148038067,<4.26929417764139,17601.483448326893,<nan,628.0,<30.441780568272534,<61.11209177967383,18.93026127387285,31180.684662121334,-4.9,9963.958886566365,1784.5902631216068,3.7082463873851235,44.103056678227254,1548.9954004803549,28.787367654136602,54.550617569309594,<1888.1967632959377,<nan,<5.342780803987754,647.3875211220818,3889.6110213066804,<4.808030478491732,91.07078134863949,134.01802970839813,2545.2239654956884,27.999312921943087,2.4,9.7,1.3,82.66802044410731,54.48227354450226,88.32876712328766,2.9172550506641333,21.042638543025586,-8.763004834139025,
187,212,212,GR1-064,2021-11-04,group 1,soil,sample,5.4,19.374899827645102,2.9159139418710267,<9.758418805395854,395.6136603660731,<4.26929417764139,29787.318489570836,<nan,2280.0,50.80220171478963,<61.11209177967383,16.55481391593203,75737.39858101444,-13.1,3841.637912715678,1270.44078342909,<2.4797694423678664,278.43102403636055,3469.2569043818376,43.1256191584184,28.93831247178814,2110.6993182285105,<nan,<5.342780803987754,1316.846847355835,14561.25849104708,<4.808030478491732,229.2959584500102,134.01802970839813,2368.9180383659086,95.50315733588006,2.6,16.0,1.0,43.26415092936456,105.98416783623617,61.20547945205478,1.261936661352303,18.096171700558227,1.1879229871645274,
188,213,213,GR1-058,2021-11-04,group 1,soil,sample,2.1,12.2473636974087,3.993628519527703,<9.758418805395854,435.2581676175901,<4.26929417764139,8833.483601988226,<nan,1090.0,<30.441780568272534,<61.11209177967383,16.014939516400027,45959.87837944136,-6.4,8654.190594548574,364.41518958496715,<2.4797694423678664,183.43319943171193,1359.3217909831947,28.22138404212548,34.81818017900123,<1888.1967632959377,<nan,<5.342780803987754,369.9635763308145,9050.87709399327,<4.808030478491732,119.66909385237136,35.32289226166423,13013.38838882639,40.52802644516979,3.2,17.9,0.8,17.142484621838467,<20.559599300125416,93.53424657534246,2.6293735916533802,22.51587196425926,0.5659899983330554,added this entry after reviewing XRF data file from instrument
189,214,214,GR1-059,2021-11-04,group 1,soil,sample,0.4,15.8111317625269,<1.7869220549759781,<9.758418805395854,562.7634747238205,<4.26929417764139,13492.170237135586,<nan,743.0,<30.441780568272534,<61.11209177967383,19.68608543321766,33810.277865317505,-4.3,10595.885839264985,985.8044243010693,<2.4797694423678664,66.26921575264527,780.0085960848912,92.64918520939173,91.82299930655871,<1888.1967632959377,<nan,<5.342780803987754,541.3451638466553,4641.962167923379,<4.808030478491732,95.83716676592815,125.63271641640713,5939.113062743958,28.647349828316884,3.4,10.4,1.5,16.47837446147763,49.433068221783245,90.24657534246575,4.068780886707145,20.62171470838739,-10.628803800633442,
190,215,215,GR1-054,2021-11-04,group 1,soil,sample,1.3,7.614465212755039,<1.7869220549759781,<9.758418805395854,535.9766454998226,<4.26929417764139,9957.135378453013,<nan,584.0,<30.441780568272534,<61.11209177967383,11.479994560331193,31862.6190642372,-5.8,11382.471778474932,428.55859445888734,5.893763556885274,66.26921575264527,844.9135189360788,34.44720377424784,51.66051310305231,<1888.1967632959377,<nan,<5.342780803987754,409.59556844385264,4027.5801778797527,<4.808030478491732,67.23885426219627,55.95076295996206,6534.145566806967,21.302931556080537,2.5,10.7,0.5,16.589059488204438,26.206723737275794,76.27397260273972,3.349077239180263,18.096171700558227,-14.982334722453743,
191,216,216,TE2-054,2021-11-04,group 1,soil,sample,5.0,34.81789477649063,<1.7869220549759781,<9.758418805395854,396.685133535033,<4.26929417764139,30830.395497188736,<nan,2675.0,54.78743852141058,<61.11209177967383,38.04181501730581,91469.26988739459,-7.0,7983.598895222123,3163.6734679108918,<2.4797694423678664,253.09827080845426,2194.4738079939466,148.02124858448002,39.20316626573643,4073.7365813423476,<nan,10.894270980084162,858.4011007509608,13096.956006091987,<4.808030478491732,300.79173970933994,310.94814016940796,<1868.0650950673244,63.96536122568872,2.8,17.9,0.8,41.16113542155526,48.42322715723944,71.8904109589041,0.11041082530929058,21.463562377663777,-9.384937822970496,
192,217,217,TE2-051,2021-11-04,group 1,soil,sample,5.0,31.254126711372432,<1.7869220549759781,<9.758418805395854,434.1866944486302,<4.26929417764139,32533.453111452513,<nan,2691.0,57.17858060538315,<61.11209177967383,26.38052798741451,89954.80018542512,-16.4,8535.77980800084,1804.6350771447069,<2.4797694423678664,291.0974006503137,3335.0360445051097,93.02650761739915,65.11444768735346,<1888.1967632959377,<nan,6.292040662903734,1292.210744150433,14671.024007878696,<4.808030478491732,275.3710174838004,218.70969395750708,3030.065265102584,105.97975398892308,2.2,17.1,1.3,58.76005467111732,85.78734654536012,38.73972602739724,3.7808994276963923,10.098618842432538,0.5659899983330554,
193,218,218,GR1-053,2021-11-04,group 1,soil,sample,6.0,11.059441009035966,3.4547712306993645,<9.758418805395854,455.6161578278286,<4.26929417764139,23573.53881567853,<nan,2171.0,41.63615705956144,<61.11209177967383,13.85544191827201,72606.93048197139,-19.2,11015.156685510532,1890.8277774440373,<2.4797694423678664,243.5984883479894,2171.578543946117,34.5415343762497,53.65368859702285,<1888.1967632959377,<nan,<5.342780803987754,736.2917196459242,8995.994335577461,<4.808030478491732,191.16487511170104,262.31332307586024,6886.757421066526,110.40800618247735,1.1,14.2,0.0,71.82088782488037,102.95464464260476,36.273972602739704,-0.5373224574649038,24.410029220131136,-3.7875409234872492,added this entry after reviewing XRF data file from instrument
194,219,219,TE2-009,2021-11-04,group 1,soil,sample,2.4,12.2473636974087,2.9159139418710267,<9.758418805395854,467.4023626863877,<4.26929417764139,11900.452303460237,<nan,953.0,<30.441780568272534,<61.11209177967383,20.01001007293686,39511.11409541267,-9.8,13604.48643624312,754.2868223342634,2.979740664218406,59.93602744566869,1320.8829531781223,41.8993213323943,72.38953824034594,<1888.1967632959377,<nan,<5.342780803987754,495.2863622017731,4818.806611707648,<4.808030478491732,92.6595764877357,94.52320410312059,2677.4534108430234,42.68814946641577,2.9,10.7,1.2,24.447696385807628,58.52163780267746,79.2876712328767,1.9096699441264975,27.1460341452794,-8.14107184530755,bag unlabelled; we believe it is TE2-009 as that sample ID is otherwise not present in this spreadsheet
195,220,220,TE2-052,2021-11-04,group 1,soil,sample,3.5,21.1567838602042,2.377056653042689,,739.5565476022073,,13588.127461853244,,461.0,,,25.408754068256904,27235.87182109748,-17.7,13873.93138930582,776.8372381102511,,44.103056678227254,1375.2854613284703,55.5300933216622,54.79976450605591,,,,1800.9998320880854,6296.06752573314,5.862398899666529,113.31391329598651,67.85790783458926,5950.132183189569,104.84568940276894,2.5,16.75,1.1,12.549056012676035,29.741167463179103,89.42465753424656,4.968410446115748,25.04141497208843,-0.988842473745625,
